CustomerID,Gender,Age,Country,City,BranchID,PaymentType,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Value_Tier
2754248095,Male,31,Singapore,Singapore,BR-004,Instant,2024-12-17,67,1,907.22,5,1,2,512,8,New Customers,Low Value
2754279902,Male,29,Brazil,Rio de Janeiro,BR-006,Credit,2024-05-05,293,1,936.53,4,1,3,413,8,New Customers,Low Value
2758139509,Female,19,South Africa,Cape Town,BR-003,Credit,2025-01-15,38,1,581.64,5,1,1,511,7,New Customers,Low Value
2759150662,Female,45,South Africa,Maryhaven,BR-003,Instant,2024-06-16,251,2,1035.29,4,2,3,423,9,Potential Loyalists,Low Value
2760081834,Male,46,Germany,Berlin,BR-001,Instant,2023-06-09,624,6,554.25,1,5,1,151,7,At Risk,Low Value
2760225158,Male,50,Japan,Tokyo,BR-005,Credit,2024-05-24,274,4,1553.17,4,4,5,445,13,Champions,High Value
2761017335,Male,43,Japan,Invalid_City,BR-005,Instant,2024-03-08,351,0,1776.09,3,1,5,315,9,Need Attention,High Value
2761287885,Female,50,Japan,Tokyo,BR-005,Instant,2023-08-09,563,2,1207.13,2,2,4,224,8,Lost Customers,Medium Value
2761415879,Female,46,Canada,Toronto,BR-007,Instant,2025-02-18,4,3,1548.69,5,3,5,535,13,Loyal Customers,High Value
2762438248,Male,51,Germany,Berlin,BR-001,Credit,2024-03-16,343,0,1128.26,3,1,3,313,7,Need Attention,Medium Value
2763444962,Female,21,Singapore,Singapore,BR-004,Instant,2023-05-19,645,2,879.74,1,2,2,122,5,Lost Customers,Low Value
2765092643,Male,72,Japan,Tokyo,BR-005,Instant,2023-05-03,661,3,262.07,1,3,1,131,5,At Risk,Low Value
2767181940,Female,70,Germany,Berlin,BR-001,Credit,2024-07-30,207,2,560.24,4,2,1,421,7,Potential Loyalists,Low Value
2767894240,Male,51,Brazil,Rio de Janeiro,BR-006,Instant,2023-07-31,572,4,754.74,2,4,2,242,8,At Risk,Low Value
2770872389,Female,28,Canada,Toronto,BR-007,Instant,2025-02-20,2,3,1617.79,5,3,5,535,13,Loyal Customers,High Value
2771011393,Female,53,Japan,Tokyo,BR-005,Instant,2024-02-04,384,5,203.84,3,5,1,351,9,Loyal Customers,Low Value
2771285515,Female,65,Japan,Tokyo,BR-005,Instant,2024-05-13,285,4,779.98,4,4,2,442,10,Loyal Customers,Low Value
2771799207,Female,79,Germany,Berlin,BR-001,Instant,2024-06-17,250,5,976.2,4,5,3,453,12,Loyal Customers,Low Value
2773162978,,66,Singapore,Singapore,BR-004,Instant,2024-04-14,314,1,416.71,3,1,1,311,5,Need Attention,Low Value
2773374577,Female,54,Germany,Berlin,BR-001,Instant,2025-02-12,10,2,2143.26,5,2,5,525,12,Potential Loyalists,High Value
2774400761,Female,28,South Africa,Cape Town,BR-003,Instant,2023-12-06,444,3,1246.22,3,3,4,334,10,Loyal Customers,Medium Value
2774997858,Male,71,South Africa,Cape Town,BR-003,Credit,2024-06-06,261,6,929.0,4,5,3,453,12,Loyal Customers,Low Value
2775871091,Female,70,Brazil,Rio de Janeiro,BR-006,Instant,2023-05-31,633,0,640.11,1,1,2,112,4,Lost Customers,Low Value
2776442329,Male,68,France,Paris,BR-002,Instant,2023-07-10,593,1,1801.21,1,1,5,115,7,Lost Customers,High Value
2777285547,Female,70,Germany,Berlin,BR-001,Instant,2024-07-29,208,2,1038.96,4,2,3,423,9,Potential Loyalists,Low Value
2777346104,Male,38,France,Paris,BR-002,Instant,2024-11-19,95,5,1158.56,5,5,3,553,13,Loyal Customers,Medium Value
2777487141,Male,61,South Africa,Cape Town,BR-003,Credit,2024-03-06,353,2,639.73,3,2,2,322,7,Need Attention,Low Value
2778641321,Male,48,Invalid_Country,Rio de Janeiro,BR-006,Credit,2023-08-29,543,2,831.83,2,2,2,222,6,Lost Customers,Low Value
2783726098,Female,72,Brazil,Rio de Janeiro,BR-006,Credit,2023-10-26,485,2,430.68,2,2,1,221,5,Lost Customers,Low Value
2783777439,Male,24,France,Paris,BR-002,Credit,2024-08-13,193,0,1426.09,4,1,4,414,9,New Customers,High Value
2783885405,Female,49,Canada,Toronto,BR-007,Instant,2023-08-19,553,4,153186.32,2,4,5,245,11,At Risk,High Value
2784067638,Male,56,Canada,Toronto,BR-007,Instant,2024-08-05,201,1,1122.72,4,1,3,413,8,New Customers,Medium Value
2784331327,Male,67,Japan,Tokyo,BR-005,Credit,2024-10-07,138,0,1001.36,5,1,3,513,9,New Customers,Low Value
2784340070,,19,Canada,Invalid_City,BR-007,Credit,2024-10-22,123,5,1188.74,5,5,4,554,14,Champions,Medium Value
2784758478,Male,54,Singapore,Singapore,BR-004,Credit,2024-06-14,253,5,278.22,4,5,1,451,10,Loyal Customers,Low Value
2785011135,Male,59,Singapore,Singapore,BR-004,Credit,2023-03-08,717,6,1809.85,1,5,5,155,11,At Risk,High Value
2785958914,Female,33,Germany,Berlin,BR-001,Instant,2025-02-12,10,3,1169.75,5,3,3,533,11,Loyal Customers,Medium Value
2786246882,Male,64,Canada,Toronto,BR-007,Instant,2025-01-24,29,3,1446.21,5,3,4,534,12,Loyal Customers,High Value
2788187935,Female,45,South Africa,Cape Town,BR-003,Instant,2024-12-14,70,3,963.01,5,3,3,533,11,Loyal Customers,Low Value
2788778914,Male,41,Brazil,Rio de Janeiro,BR-006,Instant,2024-09-12,163,1,2251.9,4,1,5,415,10,New Customers,High Value
2788848480,Female,48,Singapore,Singapore,BR-004,Credit,2023-11-12,468,4,1209.05,2,4,4,244,10,At Risk,Medium Value
2788983333,Female,74,Canada,Toronto,BR-007,Instant,2023-06-12,621,2,865.32,1,2,2,122,5,Lost Customers,Low Value
2789791198,Female,41,Japan,Tokyo,BR-005,Credit,2023-06-25,608,3,627.61,1,3,1,131,5,At Risk,Low Value
2789848470,Female,68,South Africa,Cape Town,BR-003,Instant,2023-03-06,719,3,718.7,1,3,2,132,6,At Risk,Low Value
2790283638,Female,66,Japan,Tokyo,BR-005,Instant,2024-09-24,151,4,1140.12,4,4,3,443,11,Loyal Customers,Medium Value
2790886081,Male,62,Germany,Berlin,BR-001,Credit,2024-03-21,338,5,1131.81,3,5,3,353,11,Loyal Customers,Medium Value
2791721381,Male,35,Germany,Berlin,BR-001,Credit,2023-12-21,429,4,1252.58,3,4,4,344,11,Loyal Customers,Medium Value
2792474526,Female,44,Brazil,West Maryfort,BR-006,Instant,2024-01-28,391,0,1567.51,3,1,5,315,9,Need Attention,High Value
2792757696,Male,75,France,Paris,BR-002,Instant,2024-07-11,226,4,1131.42,4,4,3,443,11,Loyal Customers,Medium Value
2793746609,Male,46,Canada,Toronto,BR-007,Credit,2023-02-22,731,2,1910.45,1,2,5,125,8,Lost Customers,High Value
2796250931,Male,28,France,Invalid_City,BR-002,Credit,2024-03-09,350,4,945.98,3,4,3,343,10,Loyal Customers,Low Value
2796633625,Male,72,South Africa,Cape Town,BR-003,Credit,2023-07-01,602,3,796.83,1,3,2,132,6,At Risk,Low Value
2797506932,Male,25,Singapore,Mcdowellmouth,BR-004,Instant,2023-04-16,678,4,1348.98,1,4,4,144,9,At Risk,Medium Value
2798458218,Other,72,Canada,Toronto,BR-007,Instant,2024-05-12,286,2,162.63,4,2,1,421,7,Potential Loyalists,Low Value
2799630455,Male,47,Japan,Tokyo,BR-005,Instant,2024-05-25,273,4,1218.48,4,4,4,444,12,Champions,Medium Value
2800816105,Other,58,Germany,Berlin,BR-001,Credit,2023-11-24,456,4,906.57,2,4,2,242,8,At Risk,Low Value
2804133354,Male,39,Japan,Tokyo,BR-005,Credit,2024-02-09,379,3,1367.64,3,3,4,334,10,Loyal Customers,Medium Value
2804972642,Female,30,Canada,Toronto,BR-007,Instant,2025-02-06,16,0,1538.94,5,1,5,515,11,New Customers,High Value
2807069120,Female,75,Brazil,Rio de Janeiro,BR-006,Instant,2023-04-25,669,4,649.74,1,4,2,142,7,At Risk,Low Value
2807625447,Male,66,Brazil,Invalid_City,BR-006,Instant,2023-07-20,583,3,1451.97,2,3,4,234,9,At Risk,High Value
2807699399,Female,77,Germany,Berlin,BR-001,Credit,2025-01-06,47,2,1263.99,5,2,4,524,11,Potential Loyalists,Medium Value
2807831159,Female,54,Brazil,Rio de Janeiro,BR-006,Credit,2024-06-24,243,4,539.35,4,4,1,441,9,Loyal Customers,Low Value
2807951389,Male,20,Brazil,Rio de Janeiro,BR-006,Credit,2023-03-23,702,4,1186.77,1,4,4,144,9,At Risk,Medium Value
2809482425,Female,24,Canada,Toronto,BR-007,Instant,2023-07-19,584,3,885.81,2,3,2,232,7,At Risk,Low Value
2809783269,Female,47,South Africa,Invalid_City,BR-003,Instant,2024-06-21,246,4,1075.99,4,4,3,443,11,Loyal Customers,Medium Value
2810139006,Other,22,France,Paris,BR-002,Instant,2023-07-06,597,3,81535.87,1,3,5,135,9,At Risk,High Value
2810417957,Male,64,Japan,Tokyo,BR-005,Credit,2024-05-16,282,2,1590.91,4,2,5,425,11,Potential Loyalists,High Value
2811324527,Female,34,Germany,Berlin,BR-001,Instant,2025-02-14,8,2,889.91,5,2,2,522,9,Potential Loyalists,Low Value
2812498065,Male,42,France,Paris,BR-002,Credit,2024-12-14,70,3,1410.78,5,3,4,534,12,Loyal Customers,Medium Value
2812738814,Female,67,Canada,Port Kimberly,BR-007,Instant,2024-08-16,190,3,1242.61,4,3,4,434,11,Loyal Customers,Medium Value
2812856506,Female,56,Singapore,Singapore,BR-004,Credit,2023-04-11,683,0,1771.15,1,1,5,115,7,Lost Customers,High Value
2813728504,Other,60,South Africa,Cape Town,BR-003,Credit,2024-02-29,359,3,1206.53,3,3,4,334,10,Loyal Customers,Medium Value
2814249565,Male,26,France,Paris,BR-002,Instant,2024-10-21,124,4,1307.37,5,4,4,544,13,Champions,Medium Value
2814496258,Male,32,Japan,Tokyo,BR-005,Instant,2023-04-09,685,6,887.27,1,5,2,152,8,At Risk,Low Value
2815371945,Female,72,Brazil,Invalid_City,BR-006,Credit,2023-09-28,513,1,1348.88,2,1,4,214,7,Lost Customers,Medium Value
2815714847,Female,78,Canada,Invalid_City,BR-007,Credit,2023-11-29,451,3,53.67,2,3,1,231,6,At Risk,Low Value
2816459707,Male,21,Canada,Toronto,BR-007,Instant,2023-12-14,436,0,1563.51,3,1,5,315,9,Need Attention,High Value
2816868684,Male,35,France,Paris,BR-002,Instant,2023-05-18,646,1,1328.71,1,1,4,114,6,Lost Customers,Medium Value
2816969920,,19,Germany,Berlin,BR-001,Instant,2024-11-07,107,2,688.57,5,2,2,522,9,Potential Loyalists,Low Value
2817132461,Female,43,Singapore,Carolynstad,BR-004,Credit,2023-12-22,428,7,2013.62,3,5,5,355,13,Loyal Customers,High Value
2819526104,Female,50,Singapore,Singapore,BR-004,Instant,2023-02-27,726,1,54254.35,1,1,5,115,7,Lost Customers,High Value
2819597082,Male,59,France,Paris,BR-002,Instant,2024-03-03,356,5,726.14,3,5,2,352,10,Loyal Customers,Low Value
2819613880,Male,53,Japan,Tokyo,BR-005,Instant,2023-12-06,444,1,1072.66,3,1,3,313,7,Need Attention,Medium Value
2820892346,Female,66,Japan,Tokyo,BR-005,Instant,2024-11-09,105,3,573.97,5,3,1,531,9,Loyal Customers,Low Value
2821155605,Female,53,France,Paris,BR-002,Credit,2023-04-13,681,7,485.99,1,5,1,151,7,At Risk,Low Value
2821793775,Male,73,Japan,Tokyo,BR-005,Credit,2024-08-16,190,2,129.25,4,2,1,421,7,Potential Loyalists,Low Value
2823968244,Male,28,Singapore,Singapore,BR-004,Credit,2023-06-18,615,4,524.54,1,4,1,141,6,At Risk,Low Value
2824576429,Male,18,France,Paris,BR-002,Credit,2023-06-09,624,1,1029.65,1,1,3,113,5,Lost Customers,Low Value
2826060964,Male,71,Brazil,Rio de Janeiro,BR-006,Credit,2024-04-15,313,3,30402.08,3,3,5,335,11,Loyal Customers,High Value
2826277634,Female,66,France,Paris,BR-002,Credit,2023-09-08,533,2,1288.35,2,2,4,224,8,Lost Customers,Medium Value
2826487693,Male,34,France,Invalid_City,BR-002,Instant,2023-03-24,701,3,1412.55,1,3,4,134,8,At Risk,Medium Value
2828729754,Female,71,France,Paris,BR-002,Instant,2024-06-28,239,6,1007.52,4,5,3,453,12,Loyal Customers,Low Value
2828965446,Female,49,Singapore,Singapore,BR-004,Instant,2024-06-09,258,1,804.47,4,1,2,412,7,New Customers,Low Value
2831167983,Male,79,Canada,North Emmaborough,BR-007,Instant,2023-08-04,568,1,1160.19,2,1,3,213,6,Lost Customers,Medium Value
2832162216,Female,28,Canada,Toronto,BR-007,Credit,2023-05-04,660,5,515.77,1,5,1,151,7,At Risk,Low Value
2834886661,Female,53,Canada,Toronto,BR-007,Instant,2024-04-16,312,4,824.56,3,4,2,342,9,Loyal Customers,Low Value
2835513598,Male,55,Canada,Toronto,BR-007,Instant,2025-02-06,16,3,1393.98,5,3,4,534,12,Loyal Customers,Medium Value
2835658898,Male,74,Canada,Toronto,BR-007,Instant,2023-10-14,497,0,853.87,2,1,2,212,5,Lost Customers,Low Value
2835754310,Other,53,Japan,Tokyo,BR-005,Instant,2023-07-01,602,2,852.72,1,2,2,122,5,Lost Customers,Low Value
2835789212,Male,69,Germany,Berlin,BR-001,Instant,2024-11-26,88,2,540.92,5,2,1,521,8,Potential Loyalists,Low Value
2837708938,Male,34,Canada,Invalid_City,BR-007,Instant,2024-12-12,72,0,715.09,5,1,2,512,8,New Customers,Low Value
2838012515,Male,62,South Africa,Cape Town,BR-003,Credit,2023-07-24,579,0,1337.18,2,1,4,214,7,Lost Customers,Medium Value
2838392010,Male,60,Canada,Toronto,BR-007,Instant,2024-08-06,200,1,156142.54,4,1,5,415,10,New Customers,High Value
2838591049,Male,30,South Africa,Cape Town,BR-003,Instant,2024-11-16,98,8,1174.57,5,5,3,553,13,Loyal Customers,Medium Value
2839575254,Male,70,South Africa,Invalid_City,BR-003,Instant,2024-09-13,162,4,230.66,4,4,1,441,9,Loyal Customers,Low Value
2841805502,Female,67,Singapore,Singapore,BR-004,Instant,2023-08-11,561,1,1331.26,2,1,4,214,7,Lost Customers,Medium Value
2844331798,Female,41,Invalid_Country,Tokyo,BR-005,Instant,2024-11-09,105,6,1195.68,5,5,4,554,14,Champions,Medium Value
2844383108,Male,53,Singapore,Singapore,BR-004,Instant,2023-07-07,596,4,620.51,1,4,1,141,6,At Risk,Low Value
2845038813,Female,77,South Africa,Cape Town,BR-003,Credit,2023-10-02,509,6,1046.77,2,5,3,253,10,At Risk,Medium Value
2845532575,Male,44,Japan,Tokyo,BR-005,Instant,2023-03-21,704,5,908.87,1,5,2,152,8,At Risk,Low Value
2846137098,Male,44,France,Paris,BR-002,Instant,2025-01-12,41,2,1357.62,5,2,4,524,11,Potential Loyalists,Medium Value
2846728193,Male,67,Singapore,Singapore,BR-004,Credit,2024-07-21,216,5,1237.77,4,5,4,454,13,Champions,Medium Value
2847105729,Female,44,France,Paris,BR-002,Credit,2024-06-09,258,4,1636.08,4,4,5,445,13,Champions,High Value
2847868597,Female,58,South Africa,Cape Town,BR-003,Instant,2024-03-18,341,5,892.4,3,5,2,352,10,Loyal Customers,Low Value
2852404588,Female,29,Germany,Berlin,BR-001,Instant,2024-07-19,218,3,1138.26,4,3,3,433,10,Loyal Customers,Medium Value
2852497046,Other,64,Brazil,Invalid_City,BR-006,Credit,2024-10-07,138,2,33811.58,5,2,5,525,12,Potential Loyalists,High Value
2853776443,Female,37,Germany,Berlin,BR-001,Instant,2023-06-10,623,1,530.54,1,1,1,111,3,Lost Customers,Low Value
2854222320,Male,72,Germany,Berlin,BR-001,Instant,2024-01-04,415,2,1950.6,3,2,5,325,10,Need Attention,High Value
2854307658,Female,67,Canada,Toronto,BR-007,Instant,2024-02-27,361,4,1345.44,3,4,4,344,11,Loyal Customers,Medium Value
2855108188,Other,65,France,Paris,BR-002,Instant,2023-04-14,680,4,1841.46,1,4,5,145,10,At Risk,High Value
2855466871,,56,France,Paris,BR-002,Instant,2024-01-28,391,4,1128.78,3,4,3,343,10,Loyal Customers,Medium Value
2857098625,Other,63,Singapore,Singapore,BR-004,Instant,2023-05-03,661,4,1078.24,1,4,3,143,8,At Risk,Medium Value
2858007151,Male,68,South Africa,Cape Town,BR-003,Credit,2023-08-27,545,4,1199.22,2,4,4,244,10,At Risk,Medium Value
2858844711,Male,52,Japan,Tokyo,BR-005,Instant,2024-07-25,212,2,1508.82,4,2,4,424,10,Potential Loyalists,High Value
2860006508,Female,51,France,Paris,BR-002,Credit,2023-04-11,683,4,1394.57,1,4,4,144,9,At Risk,Medium Value
2860133475,Male,44,France,Paris,BR-002,Instant,2024-02-27,361,4,688.65,3,4,2,342,9,Loyal Customers,Low Value
2860981874,Male,78,Singapore,Invalid_City,BR-004,Instant,2024-05-21,277,6,15.31,4,5,1,451,10,Loyal Customers,Low Value
2861030836,Female,31,Canada,Toronto,BR-007,Credit,2023-08-01,571,3,1611.13,2,3,5,235,10,At Risk,High Value
2861360723,Female,28,France,Paris,BR-002,Instant,2023-09-09,532,8,583.81,2,5,1,251,8,At Risk,Low Value
2862908475,Female,32,South Africa,Cape Town,BR-003,Instant,2023-06-12,621,3,1570.1,1,3,5,135,9,At Risk,High Value
2865434544,Male,70,France,Paris,BR-002,Instant,2024-11-29,85,0,903.74,5,1,2,512,8,New Customers,Low Value
2865638528,Other,45,France,Paris,BR-002,Instant,2025-01-02,51,3,1058.96,5,3,3,533,11,Loyal Customers,Medium Value
2865984766,Male,20,France,Paris,BR-002,Instant,2024-03-31,328,3,699.33,3,3,2,332,8,Loyal Customers,Low Value
2866214253,Female,44,Brazil,Kristishire,BR-006,Instant,2023-08-01,571,1,775.66,2,1,2,212,5,Lost Customers,Low Value
2868471511,Male,66,Singapore,Singapore,BR-004,Credit,2024-09-29,146,1,681.46,5,1,2,512,8,New Customers,Low Value
2871796756,Other,79,France,Paris,BR-002,Credit,2023-04-24,670,4,954.4,1,4,3,143,8,At Risk,Low Value
2872812213,Male,23,South Africa,Invalid_City,BR-003,Instant,2024-07-19,218,3,1555.91,4,3,5,435,12,Loyal Customers,High Value
2873518536,Female,56,Japan,Tokyo,BR-005,Credit,2024-03-13,346,3,2610.95,3,3,5,335,11,Loyal Customers,High Value
2873529477,Female,19,France,Paris,BR-002,Instant,2023-05-11,653,3,74570.28,1,3,5,135,9,At Risk,High Value
2875202246,Female,30,Canada,West Savannah,BR-007,Instant,2024-10-11,134,1,1778.23,5,1,5,515,11,New Customers,High Value
2875813317,Female,18,South Africa,Cape Town,BR-003,Credit,2024-03-11,348,3,598.99,3,3,1,331,7,Loyal Customers,Low Value
2877055178,Female,45,Germany,Berlin,BR-001,Instant,2024-10-03,142,1,150479.72,5,1,5,515,11,New Customers,High Value
2877985199,Female,56,South Africa,Cape Town,BR-003,Credit,2023-06-22,611,1,1147.42,1,1,3,113,5,Lost Customers,Medium Value
2880202981,,20,Canada,Invalid_City,BR-007,Credit,2023-10-19,492,5,1648.73,2,5,5,255,12,At Risk,High Value
2881626947,Female,53,France,Paris,BR-002,Instant,2023-07-17,586,1,1086.52,2,1,3,213,6,Lost Customers,Medium Value
2882377726,Female,66,Singapore,Singapore,BR-004,Instant,2023-07-27,576,3,1121.1,2,3,3,233,8,At Risk,Medium Value
2885687110,Male,59,South Africa,Cape Town,BR-003,Instant,2023-07-10,593,4,104449.13,1,4,5,145,10,At Risk,High Value
2885713410,Female,58,Canada,Invalid_City,BR-007,Credit,2024-12-26,58,3,1741.21,5,3,5,535,13,Loyal Customers,High Value
2887336248,Female,21,Germany,Berlin,BR-001,Instant,2023-09-27,514,1,1461.57,2,1,4,214,7,Lost Customers,High Value
2889026565,Male,78,South Africa,Cape Town,BR-003,Credit,2024-09-18,157,4,2435.42,4,4,5,445,13,Champions,High Value
2889060372,,32,Canada,Toronto,BR-007,Instant,2024-10-22,123,6,164406.36,5,5,5,555,15,Champions,High Value
2892509527,Other,42,France,Paris,BR-002,Credit,2024-07-16,221,7,803.9,4,5,2,452,11,Loyal Customers,Low Value
2892814158,Female,67,Germany,Berlin,BR-001,Credit,2025-01-24,29,3,849.74,5,3,2,532,10,Loyal Customers,Low Value
2894828150,Other,67,Singapore,Singapore,BR-004,Instant,2024-02-23,365,0,99269.29,3,1,5,315,9,Need Attention,High Value
2895363010,Male,18,South Africa,Cape Town,BR-003,Instant,2023-10-28,483,3,1034.06,2,3,3,233,8,At Risk,Low Value
2895497868,Female,45,Invalid_Country,Berlin,BR-001,Instant,2023-08-31,541,1,1352.68,2,1,4,214,7,Lost Customers,Medium Value
2897161601,Female,31,Singapore,Singapore,BR-004,Instant,2024-04-26,302,3,1068.48,3,3,3,333,9,Loyal Customers,Medium Value
2898445937,Male,46,France,Paris,BR-002,Instant,2024-06-14,253,4,895.07,4,4,2,442,10,Loyal Customers,Low Value
2900361853,Male,70,Japan,Tokyo,BR-005,Instant,2024-05-12,286,5,869.69,4,5,2,452,11,Loyal Customers,Low Value
2901582934,,18,Invalid_Country,Berlin,BR-001,Credit,2023-07-26,577,2,12.14,2,2,1,221,5,Lost Customers,Low Value
2902844183,Female,51,France,Paris,BR-002,Instant,2023-09-12,529,3,489.7,2,3,1,231,6,At Risk,Low Value
2903085478,Female,68,South Africa,Cape Town,BR-003,Credit,2023-04-09,685,2,1068.7,1,2,3,123,6,Lost Customers,Medium Value
2904365419,Female,78,Germany,Berlin,BR-001,Credit,2024-08-08,198,2,118.98,4,2,1,421,7,Potential Loyalists,Low Value
2905864660,Female,78,France,Paris,BR-002,Credit,2023-09-30,511,4,1044.35,2,4,3,243,9,At Risk,Medium Value
2907084115,Female,62,France,Paris,BR-002,Instant,2024-02-28,360,3,1073.29,3,3,3,333,9,Loyal Customers,Medium Value
2907374883,Male,44,Germany,Berlin,BR-001,Instant,2023-04-19,675,6,1023.61,1,5,3,153,9,At Risk,Low Value
2908202881,Male,25,Germany,Berlin,BR-001,Instant,2023-12-11,439,2,1407.83,3,2,4,324,9,Need Attention,Medium Value
2909378336,Other,41,Canada,Toronto,BR-007,Instant,2024-08-07,199,3,730.97,4,3,2,432,9,Loyal Customers,Low Value
2910017148,Male,56,France,Paris,BR-002,Credit,2023-12-30,420,5,1303.49,3,5,4,354,12,Loyal Customers,Medium Value
2910518135,Other,65,Canada,Toronto,BR-007,Credit,2023-03-17,708,2,240.42,1,2,1,121,4,Lost Customers,Low Value
2910863483,Female,54,Canada,Toronto,BR-007,Instant,2024-10-25,120,1,173489.74,5,1,5,515,11,New Customers,High Value
2911921148,Other,51,Germany,Berlin,BR-001,Instant,2023-09-18,523,5,898.52,2,5,2,252,9,At Risk,Low Value
2912406451,Female,23,France,Paris,BR-002,Instant,2025-01-09,44,5,1409.93,5,5,4,554,14,Champions,Medium Value
2915956798,Male,25,South Africa,Invalid_City,BR-003,Instant,2023-12-19,431,2,597.27,3,2,1,321,6,Need Attention,Low Value
2919371070,Male,65,Brazil,Rio de Janeiro,BR-006,Instant,2024-02-02,386,3,1274.68,3,3,4,334,10,Loyal Customers,Medium Value
2920284594,Female,18,Brazil,Invalid_City,BR-006,Instant,2024-09-12,163,3,970.61,4,3,3,433,10,Loyal Customers,Low Value
2921425349,Male,29,South Africa,Cape Town,BR-003,Instant,2024-05-03,295,1,1252.75,3,1,4,314,8,Need Attention,Medium Value
2921478433,Female,34,France,Paris,BR-002,Instant,2024-01-13,406,2,1419.38,3,2,4,324,9,Need Attention,High Value
2921690681,Male,33,France,Paris,BR-002,Instant,2024-08-20,186,2,1254.96,4,2,4,424,10,Potential Loyalists,Medium Value
2922135486,Female,77,Japan,Tokyo,BR-005,Credit,2023-04-17,677,3,858.34,1,3,2,132,6,At Risk,Low Value
2923742114,Female,29,France,Paris,BR-002,Credit,2024-05-23,275,4,1237.66,4,4,4,444,12,Champions,Medium Value
2926039787,Female,63,Singapore,Invalid_City,BR-004,Instant,2024-10-28,117,1,42906.86,5,1,5,515,11,New Customers,High Value
2926041189,Female,33,South Africa,Cape Town,BR-003,Instant,2023-05-03,661,2,46293.53,1,2,5,125,8,Lost Customers,High Value
2927429940,Female,42,Brazil,Rio de Janeiro,BR-006,Instant,2024-08-20,186,1,752.54,4,1,2,412,7,New Customers,Low Value
2927608618,Male,25,Singapore,Singapore,BR-004,Instant,2023-09-13,528,1,967.01,2,1,3,213,6,Lost Customers,Low Value
2929564901,Male,23,Invalid_Country,East Christopherside,BR-004,Instant,2024-06-18,249,3,512.31,4,3,1,431,8,Loyal Customers,Low Value
2929968326,Other,74,Singapore,Singapore,BR-004,Instant,2024-12-24,60,2,694.11,5,2,2,522,9,Potential Loyalists,Low Value
2930759709,Male,27,South Africa,Christineburgh,BR-003,Instant,2024-04-02,326,4,890.14,3,4,2,342,9,Loyal Customers,Low Value
2931321182,Male,30,Canada,Toronto,BR-007,Credit,2024-08-27,179,3,1006.68,4,3,3,433,10,Loyal Customers,Low Value
2931424215,Male,32,Brazil,Rio de Janeiro,BR-006,Credit,2023-12-20,430,4,508.36,3,4,1,341,8,Loyal Customers,Low Value
2934627808,Female,73,Brazil,North Carlos,BR-006,Credit,2023-12-27,423,4,1749.26,3,4,5,345,12,Loyal Customers,High Value
2935360954,Female,62,France,Invalid_City,BR-002,Credit,2023-03-18,707,6,1038.51,1,5,3,153,9,At Risk,Low Value
2935823353,Male,42,Japan,Tokyo,BR-005,Instant,2023-06-18,615,1,289.12,1,1,1,111,3,Lost Customers,Low Value
2936714679,Male,68,Singapore,Singapore,BR-004,Credit,2023-05-15,649,2,2070.06,1,2,5,125,8,Lost Customers,High Value
2938522147,Male,68,Canada,Toronto,BR-007,Credit,2025-02-09,13,3,1776.54,5,3,5,535,13,Loyal Customers,High Value
2940418074,Female,61,South Africa,Cape Town,BR-003,Credit,2024-05-10,288,2,15.05,4,2,1,421,7,Potential Loyalists,Low Value
2942253889,Female,30,France,Invalid_City,BR-002,Instant,2023-10-27,484,2,955.2,2,2,3,223,7,Lost Customers,Low Value
2942320601,Female,39,South Africa,Cape Town,BR-003,Instant,2024-03-05,354,5,1104.9,3,5,3,353,11,Loyal Customers,Medium Value
2943113591,Female,75,South Africa,Cape Town,BR-003,Credit,2023-06-07,626,3,1410.71,1,3,4,134,8,At Risk,Medium Value
2943751537,Male,61,France,Paris,BR-002,Instant,2023-09-16,525,1,496.18,2,1,1,211,4,Lost Customers,Low Value
2943900479,Other,72,Brazil,Invalid_City,BR-006,Instant,2024-03-17,342,1,981.88,3,1,3,313,7,Need Attention,Low Value
2945424406,Female,49,France,Paris,BR-002,Instant,2024-03-01,358,1,962.7,3,1,3,313,7,Need Attention,Low Value
2946122315,Male,70,Singapore,Singapore,BR-004,Instant,2023-09-07,534,3,963.08,2,3,3,233,8,At Risk,Low Value
2946501307,Male,64,Canada,Toronto,BR-007,Credit,2024-10-24,121,4,359.85,5,4,1,541,10,Loyal Customers,Low Value
2948406481,Other,75,Singapore,Singapore,BR-004,Credit,2023-10-03,508,7,525.44,2,5,1,251,8,At Risk,Low Value
2948443395,Male,65,Japan,Tokyo,BR-005,Credit,2023-12-12,438,5,1904.16,3,5,5,355,13,Loyal Customers,High Value
2948779007,Male,74,Singapore,Singapore,BR-004,Credit,2024-07-20,217,2,1162.65,4,2,3,423,9,Potential Loyalists,Medium Value
2949683805,Male,33,France,Paris,BR-002,Credit,2024-05-26,272,4,1351.23,4,4,4,444,12,Champions,Medium Value
2951320801,Female,39,Brazil,Invalid_City,BR-006,Instant,2024-05-09,289,6,896.71,4,5,2,452,11,Loyal Customers,Low Value
2953679697,Male,63,France,Paris,BR-002,Instant,2024-07-31,206,3,175775.32,4,3,5,435,12,Loyal Customers,High Value
